,Corporation,SDG(s) ,Source Name,Source,Source Type,Source Date,Source Author,Explicit or Implicit,Notes,Relevant Country
139,Cisco,5,CSR Report 2018,https://www.cisco.com/c/dam/assets/csr/pdf/CSR-Report-2018.pdf,CSR Report (PDF),December 2018,,Explicit,"Goldmine! CSR Reports for companies continue to be the best resources for finding explicit support for UN SDGs. They not only show the support, but list donor partners and countries in which they are working with these partners. ""Cisco also recognizes the importance of the UN Sustainable Development Goals (SDGs), a set of global aspirations necessary to shift the world toward greater sustainability and resilience. Our CSR programs and strategies, many of which have been in place for more than a decade, support several of the SDGs. The alignment of Cisco’s programs with the SDGs is highlighted in our UNSDG Index here. Our CSR approach continues to focus on leveraging our technology, people, and partners to advance positive social and environmental impact. ",Global
140,Cisco,6,CSR Report 2018,https://www.cisco.com/c/dam/assets/csr/pdf/CSR-Report-2018.pdf,CSR Report (PDF),December 2018,,Explicit,"Goldmine! CSR Reports for companies continue to be the best resources for finding explicit support for UN SDGs. They not only show the support, but list donor partners and countries in which they are working with these partners. ""Cisco also recognizes the importance of the UN Sustainable Development Goals (SDGs), a set of global aspirations necessary to shift the world toward greater sustainability and resilience. Our CSR programs and strategies, many of which have been in place for more than a decade, support several of the SDGs. The alignment of Cisco’s programs with the SDGs is highlighted in our UNSDG Index here. Our CSR approach continues to focus on leveraging our technology, people, and partners to advance positive social and environmental impact. ",Global
141,Cisco,7,CSR Report 2018,https://www.cisco.com/c/dam/assets/csr/pdf/CSR-Report-2018.pdf,CSR Report (PDF),December 2018,,Explicit,"Goldmine! CSR Reports for companies continue to be the best resources for finding explicit support for UN SDGs. They not only show the support, but list donor partners and countries in which they are working with these partners. ""Cisco also recognizes the importance of the UN Sustainable Development Goals (SDGs), a set of global aspirations necessary to shift the world toward greater sustainability and resilience. Our CSR programs and strategies, many of which have been in place for more than a decade, support several of the SDGs. The alignment of Cisco’s programs with the SDGs is highlighted in our UNSDG Index here. Our CSR approach continues to focus on leveraging our technology, people, and partners to advance positive social and environmental impact. ",Global
142,Cisco,8,CSR Report 2018,https://www.cisco.com/c/dam/assets/csr/pdf/CSR-Report-2018.pdf,CSR Report (PDF),December 2018,,Explicit,"Goldmine! CSR Reports for companies continue to be the best resources for finding explicit support for UN SDGs. They not only show the support, but list donor partners and countries in which they are working with these partners. ""Cisco also recognizes the importance of the UN Sustainable Development Goals (SDGs), a set of global aspirations necessary to shift the world toward greater sustainability and resilience. Our CSR programs and strategies, many of which have been in place for more than a decade, support several of the SDGs. The alignment of Cisco’s programs with the SDGs is highlighted in our UNSDG Index here. Our CSR approach continues to focus on leveraging our technology, people, and partners to advance positive social and environmental impact. ",Global
143,Cisco,9,CSR Report 2018,https://www.cisco.com/c/dam/assets/csr/pdf/CSR-Report-2018.pdf,CSR Report (PDF),December 2018,,Explicit,"Goldmine! CSR Reports for companies continue to be the best resources for finding explicit support for UN SDGs. They not only show the support, but list donor partners and countries in which they are working with these partners. ""Cisco also recognizes the importance of the UN Sustainable Development Goals (SDGs), a set of global aspirations necessary to shift the world toward greater sustainability and resilience. Our CSR programs and strategies, many of which have been in place for more than a decade, support several of the SDGs. The alignment of Cisco’s programs with the SDGs is highlighted in our UNSDG Index here. Our CSR approach continues to focus on leveraging our technology, people, and partners to advance positive social and environmental impact. ",Global
144,Cisco,11,CSR Report 2018,https://www.cisco.com/c/dam/assets/csr/pdf/CSR-Report-2018.pdf,CSR Report (PDF),December 2018,,Explicit,"Goldmine! CSR Reports for companies continue to be the best resources for finding explicit support for UN SDGs. They not only show the support, but list donor partners and countries in which they are working with these partners. ""Cisco also recognizes the importance of the UN Sustainable Development Goals (SDGs), a set of global aspirations necessary to shift the world toward greater sustainability and resilience. Our CSR programs and strategies, many of which have been in place for more than a decade, support several of the SDGs. The alignment of Cisco’s programs with the SDGs is highlighted in our UNSDG Index here. Our CSR approach continues to focus on leveraging our technology, people, and partners to advance positive social and environmental impact. ",Global
145,Cisco,12,CSR Report 2018,https://www.cisco.com/c/dam/assets/csr/pdf/CSR-Report-2018.pdf,CSR Report (PDF),December 2018,,Explicit,"Goldmine! CSR Reports for companies continue to be the best resources for finding explicit support for UN SDGs. They not only show the support, but list donor partners and countries in which they are working with these partners. ""Cisco also recognizes the importance of the UN Sustainable Development Goals (SDGs), a set of global aspirations necessary to shift the world toward greater sustainability and resilience. Our CSR programs and strategies, many of which have been in place for more than a decade, support several of the SDGs. The alignment of Cisco’s programs with the SDGs is highlighted in our UNSDG Index here. Our CSR approach continues to focus on leveraging our technology, people, and partners to advance positive social and environmental impact. ",Global
146,Cisco,13,CSR Report 2018,https://www.cisco.com/c/dam/assets/csr/pdf/CSR-Report-2018.pdf,CSR Report (PDF),December 2018,,Explicit,"Goldmine! CSR Reports for companies continue to be the best resources for finding explicit support for UN SDGs. They not only show the support, but list donor partners and countries in which they are working with these partners. ""Cisco also recognizes the importance of the UN Sustainable Development Goals (SDGs), a set of global aspirations necessary to shift the world toward greater sustainability and resilience. Our CSR programs and strategies, many of which have been in place for more than a decade, support several of the SDGs. The alignment of Cisco’s programs with the SDGs is highlighted in our UNSDG Index here. Our CSR approach continues to focus on leveraging our technology, people, and partners to advance positive social and environmental impact. ",Global
147,Cisco,14,CSR Report 2018,https://www.cisco.com/c/dam/assets/csr/pdf/CSR-Report-2018.pdf,CSR Report (PDF),December 2018,,Explicit,"Goldmine! CSR Reports for companies continue to be the best resources for finding explicit support for UN SDGs. They not only show the support, but list donor partners and countries in which they are working with these partners. ""Cisco also recognizes the importance of the UN Sustainable Development Goals (SDGs), a set of global aspirations necessary to shift the world toward greater sustainability and resilience. Our CSR programs and strategies, many of which have been in place for more than a decade, support several of the SDGs. The alignment of Cisco’s programs with the SDGs is highlighted in our UNSDG Index here. Our CSR approach continues to focus on leveraging our technology, people, and partners to advance positive social and environmental impact. ",Global
148,Cisco,15,CSR Report 2018,https://www.cisco.com/c/dam/assets/csr/pdf/CSR-Report-2018.pdf,CSR Report (PDF),December 2018,,Explicit,"Goldmine! CSR Reports for companies continue to be the best resources for finding explicit support for UN SDGs. They not only show the support, but list donor partners and countries in which they are working with these partners. ""Cisco also recognizes the importance of the UN Sustainable Development Goals (SDGs), a set of global aspirations necessary to shift the world toward greater sustainability and resilience. Our CSR programs and strategies, many of which have been in place for more than a decade, support several of the SDGs. The alignment of Cisco’s programs with the SDGs is highlighted in our UNSDG Index here. Our CSR approach continues to focus on leveraging our technology, people, and partners to advance positive social and environmental impact. ",Global
149,Cisco,17,CSR Report 2018,https://www.cisco.com/c/dam/assets/csr/pdf/CSR-Report-2018.pdf,CSR Report (PDF),December 2018,,Explicit,"Goldmine! CSR Reports for companies continue to be the best resources for finding explicit support for UN SDGs. They not only show the support, but list donor partners and countries in which they are working with these partners. ""Cisco also recognizes the importance of the UN Sustainable Development Goals (SDGs), a set of global aspirations necessary to shift the world toward greater sustainability and resilience. Our CSR programs and strategies, many of which have been in place for more than a decade, support several of the SDGs. The alignment of Cisco’s programs with the SDGs is highlighted in our UNSDG Index here. Our CSR approach continues to focus on leveraging our technology, people, and partners to advance positive social and environmental impact. ",Global
150,Cisco,11,Cities and Communities,https://www.cisco.com/c/en/us/solutions/industries/smart-connected-communities.html,Webpage,,,Implicit,,nan
151,Cisco,3,Cisco Technology Grant Helps Trek Medics Build Do-It-Yourself 9-1-1 Communications Systems for Disaster-Affected Communities,https://www.trekmedics.org/blog/cisco-grant-for-disasters/,Webpage,"February 5th, 2019",,Implicit,,nan
152,Cisco,3,CSR Partner: Living Goods,https://www.cisco.com/c/en/us/about/csr/community/partners/living-goods-partner.html,Webpage,,,Implicit,,nan
153,CitySoft,0,,,,,,,,nan
154,ClickTime,0,,,,,,,,nan
155,Comodo,0,,,,,,,,nan
156,Connect2give,0,,,,,,,,nan
157,Dell,3,Support for SDGs,https://legacyofgood.dell.com/support-sdg.htm,Webpage,,,Explicit,https://legacyofgood.dell.com/communities/revolutionizing-indias-rural-healthcare-through-technology.htm,India
158,Dell,4,Support for SDGs,https://legacyofgood.dell.com/support-sdg.htm,Webpage,,,Explicit,https://legacyofgood.dell.com/communities/revolutionizing-indias-rural-healthcare-through-technology.htm,India
159,Dell,7,Support for SDGs,https://legacyofgood.dell.com/support-sdg.htm,Webpage,,,Explicit,https://legacyofgood.dell.com/communities/revolutionizing-indias-rural-healthcare-through-technology.htm,India
160,Dell,8,Support for SDGs,https://legacyofgood.dell.com/support-sdg.htm,Webpage,,,Explicit,https://legacyofgood.dell.com/communities/revolutionizing-indias-rural-healthcare-through-technology.htm,India
161,Dell,9,Support for SDGs,https://legacyofgood.dell.com/support-sdg.htm,Webpage,,,Explicit,https://legacyofgood.dell.com/communities/revolutionizing-indias-rural-healthcare-through-technology.htm,India
162,Dell,10,Support for SDGs,https://legacyofgood.dell.com/support-sdg.htm,Webpage,,,Explicit,https://legacyofgood.dell.com/communities/revolutionizing-indias-rural-healthcare-through-technology.htm,India
163,Dell,12,Support for SDGs,https://legacyofgood.dell.com/support-sdg.htm,Webpage,,,Explicit,https://legacyofgood.dell.com/communities/revolutionizing-indias-rural-healthcare-through-technology.htm,India
164,Dell,13,Support for SDGs,https://legacyofgood.dell.com/support-sdg.htm,Webpage,,,Explicit,https://legacyofgood.dell.com/communities/revolutionizing-indias-rural-healthcare-through-technology.htm,India
165,Dell,17,Support for SDGs,https://legacyofgood.dell.com/support-sdg.htm,Webpage,,,Explicit,https://legacyofgood.dell.com/communities/revolutionizing-indias-rural-healthcare-through-technology.htm,India
166,Dharma Merchant Services,0,Dharma's Green Chart,https://dharmamerchantservices.com/green-chart/,Webpage,,,Implicit,,nan
167,DocuSign,12,DocuSign Delivers Green by Saving Businesses 837 Tons of Paper and Millions in Greenbacks,https://www.docusign.com/press-releases/docusign-delivers-green-by-saving-businesses-837-tons-of-paper-and-millions-in,Webpage,,,Implicit,Saves paper,Local
168,DocuSign,13,DocuSign Delivers Green by Saving Businesses 837 Tons of Paper and Millions in Greenbacks,https://www.docusign.com/press-releases/docusign-delivers-green-by-saving-businesses-837-tons-of-paper-and-millions-in,Webpage,,,Implicit,Saves paper,Local
169,DonorPerfect,0,,,,,,,,nan
170,Efficient Elements,0,Corporate Social Responsbility,https://www.efficient-elements.com/csr/,Webpage,,,,They're dedicated to supported non-profits,Germany
171,Efficient Elements,0,Corporate Social Responsbility,https://www.efficient-elements.com/csr/,Webpage,,,,They're dedicated to supported non-profits,United States
172,FileMaker,0,,,,,,,,nan
173,Flipcause,0,,,,,,,,nan
174,FlixBus,7,Green Travel with FlixBus,https://www.flixbus.com/company/sustainability,Webpage,,,Implicit,"""At FlixMobility, our goal is to provide green and smart mobility options as alternatives to the private car. Bus travel is one of the eco-friendliest modes of transportation, and at FlixBus we take sustainability to the next level."" ""FlixBus CO2 Compensation Ticket donations are financing atmosfair’s UN-accredited Gold Standard Climate Protection Project Cleaner Cook Stoves in Rwanda."" https://www.atmosfair.de/en/climate-protection-projects/energy_efficiency/rwanda/",Rwanda
175,FlixBus,13,Green Travel with FlixBus,https://www.flixbus.com/company/sustainability,Webpage,,,Implicit,"""At FlixMobility, our goal is to provide green and smart mobility options as alternatives to the private car. Bus travel is one of the eco-friendliest modes of transportation, and at FlixBus we take sustainability to the next level."" ""FlixBus CO2 Compensation Ticket donations are financing atmosfair’s UN-accredited Gold Standard Climate Protection Project Cleaner Cook Stoves in Rwanda."" https://www.atmosfair.de/en/climate-protection-projects/energy_efficiency/rwanda/",Rwanda
176,FlixBus,15,Green Travel with FlixBus,https://www.flixbus.com/company/sustainability,Webpage,,,Implicit,"""At FlixMobility, our goal is to provide green and smart mobility options as alternatives to the private car. Bus travel is one of the eco-friendliest modes of transportation, and at FlixBus we take sustainability to the next level."" ""FlixBus CO2 Compensation Ticket donations are financing atmosfair’s UN-accredited Gold Standard Climate Protection Project Cleaner Cook Stoves in Rwanda."" https://www.atmosfair.de/en/climate-protection-projects/energy_efficiency/rwanda/",Rwanda
177,GrantStation,0,,,,,,,"Small, commerical company",nan
178,Headsets.com,0,,,,,,,"Small, commerical company",nan
179,Horizon DataSys,0,,,,,,,"Small, commerical company",nan
180,HP Inc.,4,"HP Commits to Educate 100,000 Across Africa in the Next Three Years, Opens HP LIFE Center for Entrepreneurship in South Africa",http://www.csrwire.com/press_releases/41593-HP-Commits-to-Educate-100-000-Across-Africa-in-the-Next-Three-Years-Opens-HP-LIFE-Center-for-Entrepreneurship-in-South-Africa,Press Release,12/3/2018,,Implicit,,South Africa
181,HP Inc.,4,"HP, the Clooney Foundation for Justice, UNICEF and Google.org Shine Spotlight on Education",http://www.csrwire.com/press_releases/41447-HP-the-Clooney-Foundation-for-Justice-UNICEF-and-Google-org-Shine-Spotlight-on-Education,Press Release,"October 11, 2018",,Implicit,,Lebanon
182,HP Inc.,5,"HP, the Clooney Foundation for Justice, UNICEF and Google.org Shine Spotlight on Education",http://www.csrwire.com/press_releases/41447-HP-the-Clooney-Foundation-for-Justice-UNICEF-and-Google-org-Shine-Spotlight-on-Education,Press Release,"October 11, 2018",,Implicit,,Lebanon
183,HP Inc.,4,HP and Girl Rising Celebrate International Day of the Girl with 12 Stories of Empowerment from Around the Glo,http://www.csrwire.com/press_releases/41446-HP-and-Girl-Rising-Celebrate-International-Day-of-the-Girl-with-12-Stories-of-Empowerment-from-Around-the-Globe,Press Release,"October 11, 2018",,Implicit,,Nigeria
184,HP Inc.,4,HP and Girl Rising Celebrate International Day of the Girl with 12 Stories of Empowerment from Around the Glo,http://www.csrwire.com/press_releases/41446-HP-and-Girl-Rising-Celebrate-International-Day-of-the-Girl-with-12-Stories-of-Empowerment-from-Around-the-Globe,Press Release,"October 11, 2018",,Implicit,,Uganda
185,HP Inc.,4,HP and Girl Rising Celebrate International Day of the Girl with 12 Stories of Empowerment from Around the Glo,http://www.csrwire.com/press_releases/41446-HP-and-Girl-Rising-Celebrate-International-Day-of-the-Girl-with-12-Stories-of-Empowerment-from-Around-the-Globe,Press Release,"October 11, 2018",,Implicit,,DRC
186,HP Inc.,4,HP and Girl Rising Celebrate International Day of the Girl with 12 Stories of Empowerment from Around the Glo,http://www.csrwire.com/press_releases/41446-HP-and-Girl-Rising-Celebrate-International-Day-of-the-Girl-with-12-Stories-of-Empowerment-from-Around-the-Globe,Press Release,"October 11, 2018",,Implicit,,Afghanistan
187,HP Inc.,4,2017 Sustainable Impact Report,http://h20195.www2.hp.com/V2/GetDocument.aspx?docname=c05968415,PDF,,,Explicit,,nan
188,HP Inc.,5,2017 Sustainable Impact Report,http://h20195.www2.hp.com/V2/GetDocument.aspx?docname=c05968415,PDF,,,Explicit,,nan
189,HP Inc.,8,2017 Sustainable Impact Report,http://h20195.www2.hp.com/V2/GetDocument.aspx?docname=c05968415,PDF,,,Explicit,,nan
190,HP Inc.,10,2017 Sustainable Impact Report,http://h20195.www2.hp.com/V2/GetDocument.aspx?docname=c05968415,PDF,,,Explicit,,nan
191,HP Inc.,11,2017 Sustainable Impact Report,http://h20195.www2.hp.com/V2/GetDocument.aspx?docname=c05968415,PDF,,,Explicit,,nan
192,HP Inc.,12,2017 Sustainable Impact Report,http://h20195.www2.hp.com/V2/GetDocument.aspx?docname=c05968415,PDF,,,Explicit,,nan
193,HP Inc.,13,2017 Sustainable Impact Report,http://h20195.www2.hp.com/V2/GetDocument.aspx?docname=c05968415,PDF,,,Explicit,,nan
194,HR Solutions Partners,0,,,,,,,,nan
195,Intuit,4,Intuit Corporate Social Responsbility Report,https://www.intuit.com/content/dam/intuit/intuitcom/documents/company/intuit-csr-report-2018.pdf,PDF,,,Implicit,"""Intuit supports the Learning for Life program, focused on improving educational outcomes for disadvantaged young Australians."" "" Projects include clean cook
stoves in India, Guatemala and Kenya, and community–based
forest preservation projects in Madagascar, Borneo, Brazil,
Zimbabwe and Sierra Leone""",United States
196,Intuit,4,Intuit Corporate Social Responsbility Report,https://www.intuit.com/content/dam/intuit/intuitcom/documents/company/intuit-csr-report-2018.pdf,PDF,,,Implicit,"""Intuit supports the Learning for Life program, focused on improving educational outcomes for disadvantaged young Australians."" "" Projects include clean cook
stoves in India, Guatemala and Kenya, and community–based
forest preservation projects in Madagascar, Borneo, Brazil,
Zimbabwe and Sierra Leone""",Australia
197,Intuit,4,Intuit Corporate Social Responsbility Report,https://www.intuit.com/content/dam/intuit/intuitcom/documents/company/intuit-csr-report-2018.pdf,PDF,,,Implicit,"""Intuit supports the Learning for Life program, focused on improving educational outcomes for disadvantaged young Australians."" "" Projects include clean cook
stoves in India, Guatemala and Kenya, and community–based
forest preservation projects in Madagascar, Borneo, Brazil,
Zimbabwe and Sierra Leone""",India
198,Intuit,4,Intuit Corporate Social Responsbility Report,https://www.intuit.com/content/dam/intuit/intuitcom/documents/company/intuit-csr-report-2018.pdf,PDF,,,Implicit,"""Intuit supports the Learning for Life program, focused on improving educational outcomes for disadvantaged young Australians."" "" Projects include clean cook
stoves in India, Guatemala and Kenya, and community–based
forest preservation projects in Madagascar, Borneo, Brazil,
Zimbabwe and Sierra Leone""",Guatemala
199,Intuit,4,Intuit Corporate Social Responsbility Report,https://www.intuit.com/content/dam/intuit/intuitcom/documents/company/intuit-csr-report-2018.pdf,PDF,,,Implicit,"""Intuit supports the Learning for Life program, focused on improving educational outcomes for disadvantaged young Australians."" "" Projects include clean cook
stoves in India, Guatemala and Kenya, and community–based
forest preservation projects in Madagascar, Borneo, Brazil,
Zimbabwe and Sierra Leone""",Kenya
200,Intuit,4,Intuit Corporate Social Responsbility Report,https://www.intuit.com/content/dam/intuit/intuitcom/documents/company/intuit-csr-report-2018.pdf,PDF,,,Implicit,"""Intuit supports the Learning for Life program, focused on improving educational outcomes for disadvantaged young Australians."" "" Projects include clean cook
stoves in India, Guatemala and Kenya, and community–based
forest preservation projects in Madagascar, Borneo, Brazil,
Zimbabwe and Sierra Leone""",Madagascar
201,Intuit,4,Intuit Corporate Social Responsbility Report,https://www.intuit.com/content/dam/intuit/intuitcom/documents/company/intuit-csr-report-2018.pdf,PDF,,,Implicit,"""Intuit supports the Learning for Life program, focused on improving educational outcomes for disadvantaged young Australians."" "" Projects include clean cook
stoves in India, Guatemala and Kenya, and community–based
forest preservation projects in Madagascar, Borneo, Brazil,
Zimbabwe and Sierra Leone""",Borneo
202,Intuit,4,Intuit Corporate Social Responsbility Report,https://www.intuit.com/content/dam/intuit/intuitcom/documents/company/intuit-csr-report-2018.pdf,PDF,,,Implicit,"""Intuit supports the Learning for Life program, focused on improving educational outcomes for disadvantaged young Australians."" "" Projects include clean cook
stoves in India, Guatemala and Kenya, and community–based
forest preservation projects in Madagascar, Borneo, Brazil,
Zimbabwe and Sierra Leone""",Brazil
203,Intuit,4,Intuit Corporate Social Responsbility Report,https://www.intuit.com/content/dam/intuit/intuitcom/documents/company/intuit-csr-report-2018.pdf,PDF,,,Implicit,"""Intuit supports the Learning for Life program, focused on improving educational outcomes for disadvantaged young Australians."" "" Projects include clean cook
stoves in India, Guatemala and Kenya, and community–based
forest preservation projects in Madagascar, Borneo, Brazil,
Zimbabwe and Sierra Leone""",Zimbabwe
204,Intuit,4,Intuit Corporate Social Responsbility Report,https://www.intuit.com/content/dam/intuit/intuitcom/documents/company/intuit-csr-report-2018.pdf,PDF,,,Implicit,"""Intuit supports the Learning for Life program, focused on improving educational outcomes for disadvantaged young Australians."" "" Projects include clean cook
stoves in India, Guatemala and Kenya, and community–based
forest preservation projects in Madagascar, Borneo, Brazil,
Zimbabwe and Sierra Leone""",Sierra Leone
205,Intuit,13,Intuit Corporate Social Responsbility Report,https://www.intuit.com/content/dam/intuit/intuitcom/documents/company/intuit-csr-report-2018.pdf,PDF,,,Implicit,"""Intuit supports the Learning for Life program, focused on improving educational outcomes for disadvantaged young Australians."" "" Projects include clean cook
stoves in India, Guatemala and Kenya, and community–based
forest preservation projects in Madagascar, Borneo, Brazil,
Zimbabwe and Sierra Leone""",United States
206,Intuit,13,Intuit Corporate Social Responsbility Report,https://www.intuit.com/content/dam/intuit/intuitcom/documents/company/intuit-csr-report-2018.pdf,PDF,,,Implicit,"""Intuit supports the Learning for Life program, focused on improving educational outcomes for disadvantaged young Australians."" "" Projects include clean cook
stoves in India, Guatemala and Kenya, and community–based
forest preservation projects in Madagascar, Borneo, Brazil,
Zimbabwe and Sierra Leone""",Australia
207,Intuit,13,Intuit Corporate Social Responsbility Report,https://www.intuit.com/content/dam/intuit/intuitcom/documents/company/intuit-csr-report-2018.pdf,PDF,,,Implicit,"""Intuit supports the Learning for Life program, focused on improving educational outcomes for disadvantaged young Australians."" "" Projects include clean cook
stoves in India, Guatemala and Kenya, and community–based
forest preservation projects in Madagascar, Borneo, Brazil,
Zimbabwe and Sierra Leone""",India
208,Intuit,13,Intuit Corporate Social Responsbility Report,https://www.intuit.com/content/dam/intuit/intuitcom/documents/company/intuit-csr-report-2018.pdf,PDF,,,Implicit,"""Intuit supports the Learning for Life program, focused on improving educational outcomes for disadvantaged young Australians."" "" Projects include clean cook
stoves in India, Guatemala and Kenya, and community–based
forest preservation projects in Madagascar, Borneo, Brazil,
Zimbabwe and Sierra Leone""",Guatemala
209,Intuit,13,Intuit Corporate Social Responsbility Report,https://www.intuit.com/content/dam/intuit/intuitcom/documents/company/intuit-csr-report-2018.pdf,PDF,,,Implicit,"""Intuit supports the Learning for Life program, focused on improving educational outcomes for disadvantaged young Australians."" "" Projects include clean cook
stoves in India, Guatemala and Kenya, and community–based
forest preservation projects in Madagascar, Borneo, Brazil,
Zimbabwe and Sierra Leone""",Kenya
210,Intuit,13,Intuit Corporate Social Responsbility Report,https://www.intuit.com/content/dam/intuit/intuitcom/documents/company/intuit-csr-report-2018.pdf,PDF,,,Implicit,"""Intuit supports the Learning for Life program, focused on improving educational outcomes for disadvantaged young Australians."" "" Projects include clean cook
stoves in India, Guatemala and Kenya, and community–based
forest preservation projects in Madagascar, Borneo, Brazil,
Zimbabwe and Sierra Leone""",Madagascar
211,Intuit,13,Intuit Corporate Social Responsbility Report,https://www.intuit.com/content/dam/intuit/intuitcom/documents/company/intuit-csr-report-2018.pdf,PDF,,,Implicit,"""Intuit supports the Learning for Life program, focused on improving educational outcomes for disadvantaged young Australians."" "" Projects include clean cook
stoves in India, Guatemala and Kenya, and community–based
forest preservation projects in Madagascar, Borneo, Brazil,
Zimbabwe and Sierra Leone""",Borneo
212,Intuit,13,Intuit Corporate Social Responsbility Report,https://www.intuit.com/content/dam/intuit/intuitcom/documents/company/intuit-csr-report-2018.pdf,PDF,,,Implicit,"""Intuit supports the Learning for Life program, focused on improving educational outcomes for disadvantaged young Australians."" "" Projects include clean cook
stoves in India, Guatemala and Kenya, and community–based
forest preservation projects in Madagascar, Borneo, Brazil,
Zimbabwe and Sierra Leone""",Brazil
213,Intuit,13,Intuit Corporate Social Responsbility Report,https://www.intuit.com/content/dam/intuit/intuitcom/documents/company/intuit-csr-report-2018.pdf,PDF,,,Implicit,"""Intuit supports the Learning for Life program, focused on improving educational outcomes for disadvantaged young Australians."" "" Projects include clean cook
stoves in India, Guatemala and Kenya, and community–based
forest preservation projects in Madagascar, Borneo, Brazil,
Zimbabwe and Sierra Leone""",Zimbabwe
214,Intuit,13,Intuit Corporate Social Responsbility Report,https://www.intuit.com/content/dam/intuit/intuitcom/documents/company/intuit-csr-report-2018.pdf,PDF,,,Implicit,"""Intuit supports the Learning for Life program, focused on improving educational outcomes for disadvantaged young Australians."" "" Projects include clean cook
stoves in India, Guatemala and Kenya, and community–based
forest preservation projects in Madagascar, Borneo, Brazil,
Zimbabwe and Sierra Leone""",Sierra Leone
215,InFocus,3,Corporate Responsiblity Policy,http://www.infocusresources.com/about/csr,Webpage,,,Implicit,"Ensure fair pay and conditions for our workers. 
Recruit locally and ensure diversity and equal opportunities in the workforce.
Respect the rights of our workforce to enter into collective bargaining arrangements and join trades unions.
Consult our workforce on our proposals, especially regards health & safety and significant organisational change.
We maintain our premises to provide a safe, healthy working environment where people want to work.
Will not tolerate any discrimination or harassment of people or others.
Ensure that no bribery, corruption or fraud occurs within our company, and that we operate in a sound and ethical way.
",United States (local)
216,InFocus,5,Corporate Responsiblity Policy,http://www.infocusresources.com/about/csr,Webpage,,,Implicit,"Ensure fair pay and conditions for our workers. 
Recruit locally and ensure diversity and equal opportunities in the workforce.
Respect the rights of our workforce to enter into collective bargaining arrangements and join trades unions.
Consult our workforce on our proposals, especially regards health & safety and significant organisational change.
We maintain our premises to provide a safe, healthy working environment where people want to work.
Will not tolerate any discrimination or harassment of people or others.
Ensure that no bribery, corruption or fraud occurs within our company, and that we operate in a sound and ethical way.
",United States (local)
217,InFocus,9,Corporate Responsiblity Policy,http://www.infocusresources.com/about/csr,Webpage,,,Implicit,"Ensure fair pay and conditions for our workers. 
Recruit locally and ensure diversity and equal opportunities in the workforce.
Respect the rights of our workforce to enter into collective bargaining arrangements and join trades unions.
Consult our workforce on our proposals, especially regards health & safety and significant organisational change.
We maintain our premises to provide a safe, healthy working environment where people want to work.
Will not tolerate any discrimination or harassment of people or others.
Ensure that no bribery, corruption or fraud occurs within our company, and that we operate in a sound and ethical way.
",United States (local)
218,InFocus,10,Corporate Responsiblity Policy,http://www.infocusresources.com/about/csr,Webpage,,,Implicit,"Ensure fair pay and conditions for our workers. 
Recruit locally and ensure diversity and equal opportunities in the workforce.
Respect the rights of our workforce to enter into collective bargaining arrangements and join trades unions.
Consult our workforce on our proposals, especially regards health & safety and significant organisational change.
We maintain our premises to provide a safe, healthy working environment where people want to work.
Will not tolerate any discrimination or harassment of people or others.
Ensure that no bribery, corruption or fraud occurs within our company, and that we operate in a sound and ethical way.
",United States (local)
219,InFocus,16,Corporate Responsiblity Policy,http://www.infocusresources.com/about/csr,Webpage,,,Implicit,"Ensure fair pay and conditions for our workers. 
Recruit locally and ensure diversity and equal opportunities in the workforce.
Respect the rights of our workforce to enter into collective bargaining arrangements and join trades unions.
Consult our workforce on our proposals, especially regards health & safety and significant organisational change.
We maintain our premises to provide a safe, healthy working environment where people want to work.
Will not tolerate any discrimination or harassment of people or others.
Ensure that no bribery, corruption or fraud occurs within our company, and that we operate in a sound and ethical way.
",United States (local)
220,JourneyEd.com,4,Homepage,http://www.journeyed.com/,Homepage,,,Implicit,,United States
221,Lenovo,4,2017-2018 CSR Report,https://www.lenovo.com/us/en/social_responsibility/2017.18-lenovo-sustainability-report.pdf,PDF,,,Explicit,"""Lenovo has well-established programs to ensure
we operate sustainably and responsibly, following
our long-standing commitment to ethical corporate
citizenship and promoting sustainability in all our
activities. We became a Global Compact signatory
in 2009. There are aspects of our business,
projects, programs and activities that we can
readily identify as contributing toward achieving
SDGs""",Global
222,Lenovo,5,2017-2018 CSR Report,https://www.lenovo.com/us/en/social_responsibility/2017.18-lenovo-sustainability-report.pdf,PDF,,,Explicit,"""Lenovo has well-established programs to ensure
we operate sustainably and responsibly, following
our long-standing commitment to ethical corporate
citizenship and promoting sustainability in all our
activities. We became a Global Compact signatory
in 2009. There are aspects of our business,
projects, programs and activities that we can
readily identify as contributing toward achieving
SDGs""",Global
223,Lenovo,8,2017-2018 CSR Report,https://www.lenovo.com/us/en/social_responsibility/2017.18-lenovo-sustainability-report.pdf,PDF,,,Explicit,"""Lenovo has well-established programs to ensure
we operate sustainably and responsibly, following
our long-standing commitment to ethical corporate
citizenship and promoting sustainability in all our
activities. We became a Global Compact signatory
in 2009. There are aspects of our business,
projects, programs and activities that we can
readily identify as contributing toward achieving
SDGs""",Global
